timestamp,prolific_id,age,gender,religion,ethnic_group,education,primary_language,type_of_residence,income,political_stance,covid,favorite_activities,important_values,personality,social_tendency,hobby,num_places_lived,social_relationship_values,primary_goal,meaningful_events,values_in_friends,what_to_do_with_100_dollars,social_feed_1,social_feed_2
4/21/25 19:13,67cf1cb8591c77fadc367465,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$70,000 - $79,999",Very conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Introverted,Confident,cooking,1,"Trust, Loyalty",Personal development,marrying the love of my life,loyalty,buy nike sneakers,"like-post: 1, 2
share-post: 2
comment-post: 1: Do we really need a screen on a microwave? Cool but overkill!
comment-post: 2: $329 is a great deal for the Series 10. Might grab one!
add-note: 1: This product seems innovative but may encourage excessive screen time.","like-post: 30
share-post: 30
comment-post: 30: Wallace & Gromit never disappoint! Excited to see how they blend classic humor with Netflix's global touch. 🧀✨  
add-note: 29: This post contains misinformation. Life insurance policies do not exclude deaths related to COVID-19 vaccines, as the vaccines are not experimental and are covered under standard policies.  
"
4/21/25 19:13,67df84148af0d46c80736df4,35-44,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"$90,000 - $99,999",Liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Thoughtful,Reserved,Playing Chess,3,Trust,Financial stability,Marriage,Trust,"Spend $100 on food, tools, fun, or creativity—like dinner, subscriptions, books, or a spontaneous mini adventure or class.","like-post: 1, 2, 3, 7
share-post: 2, 7, 8
comment-post: 1: A 27-inch touchscreen on a microwave? This is peak 2025 energy 
comment-post: 7: Been eyeing something like this. Sleep tech is underrated!
add-note: 10: This post contains misinformation. Studies and health authorities including the CDC have confirmed that COVID-19 vaccines and boosters provide protection against severe illness from the Omicron variant.","like-post: 11, 12, 14, 19, 21, 24, 26, 30
share-post: 11, 12, 14, 24, 26
comment-post: 11: Thank you, Myleene Klass, for speaking out on miscarriage awareness—this matters so much. ❤️
comment-post: 14: These campaigners are true heroes. Recognition well deserved.
comment-post: 26: Carter’s diplomatic foresight really shaped decades of global relations. Fascinating read.
add-note: 20: This is false. According to official election data, Wisconsin had fewer votes cast than registered voters. Claims of fraud have been repeatedly debunked by courts and audits.
add-note: 29: This claim is incorrect. COVID-19 vaccines are not classified as experimental, and life insurance policies do not exclude coverage due to vaccination. Multiple insurers and fact-checkers have confirmed this.








"
4/21/25 19:13,67e3b1c207ad42f6f898e428,25-34,Male,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Compassion","Introverted, Analytical","Confident, Friendly","	Entrepreneurship",1,"Trust, Loyalty",Personal development,marriage,loyal,"I would split the $100 between saving, learning something new, and treating myself to a small experience or meal","Liked posts: 11, 12, 14, 19, 24, 26
Shared posts: 14, 24, 26
Added note to post 20: False—Wisconsin had fewer votes than registered voters.
Added note to post 29: False","like-post: 11, 12, 14, 19, 24, 26
share-post: 14, 24, 26
add-note: 20: False
add-note: 29: False"
4/21/25 19:13,62fbdda6e4b5a034b71296f8,25-34,Male,No Religion,White or Caucasian,High school diploma/A-levels,English,Rural,"$40,000 - $49,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,Independence,Outgoing,Friendly,Fishing,5,"Trust, Loyalty",Family,"Probably when I graduated high school because I was actually the first in my immediate family to do so; everyone else went to work before graduating or had kids before graduating, so being the first to do it was pretty meaningful for me.",Honesty,Put it in a high yield savings account and let it build interest,"like-post: 4,10
share-post: 4, 10
comment-post 4: And I was part of the digital wave the GOP had and it was fun.","add-note: 20, 29: the article contains misinformation
comment-post: 26: Always nice to remember Carter sold out the US to China
like-post: 19
Share-post: 19"
4/21/25 19:13,5dfe3e8b7adf4bade99190f0,45-54,Male,Christianity,Hispanic or Latino,Undergraduate degree (BA/BSc/other),English,Suburban,"More than $150,000",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Compassion,Thoughtful,Reserved,cycling,5,"Trust, Intellectual connection",Personal development,Discovering that i was bisexual,compassion,buy something for myself,"ignore-post: 1,2,3,4,5,6,7,8,9,10","ignore-post: 11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30"
4/21/25 19:13,67d5d4fbc30550918f98abef,35-44,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Analytical,Reserved,Reading ,3,"Trust, Loyalty",Personal development,Graduation  ceremony ,Loyalty ,Buy new camera lens ,"Like -post:, 8.9,10 
Share-post: 3,4, 7, 6
Comment-post : I don't believe in it
add-note: 5, might be true","like-post: 12, 13, 14, 16,18
share-post: 18, 21, 27, 22, 26
comment_post:  30: I love the post honestly!
add_note: 25: The article needs some fact checking, I don't trust it."
4/21/25 19:13,66463a3b43cd8f961e3cc8c3,25-34,Male,Spiritual but not religious,White or Caucasian,High school diploma/A-levels,English,Suburban,"$20,000 - $29,999",Libertarian,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Independence,Introverted,"Reserved, Neutral, Awkward",going for walks or skateboarding,16,"Trust, Fun, Loyalty, Intellectual connection, Emotional connection, Shared experiences",Personal development,getting married to my wife,trustworthy,bought lottery tickets or invest it in croptocurrency,"like-post: 5,7,8
share-post: 2, 3, 10
comment-post: 7: better sleep is everything!","like-post: 12, 13, 16
share-post: 24, 25, 27, 29
comment-post: 29: i'm sure this is misinformation but I wouldn't be surprised if this was true"
4/21/25 19:13,6643b6fb7e72fe56a2609f73,35-44,Female,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$40,000 - $49,999",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Relaxing by yourself,Compassion,Outgoing,Awkward,Video Games,5,"Loyalty, Intellectual connection",Personal development,Meeting my partner,Honesty,save it,"like-post: 1,2,3,7,9","like-post: 11,12,22,30 comment-post: 15: This is sad, that he was wrongly convicted. May he RIP... "
4/21/25 19:13,63d569384ae2cf6d4dce7c32,45-54,Female,No Religion,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$20,000 - $29,999",Very liberal,"I believe COVID-19 was man-made, vaccines are generally safe and effective, and masks help reduce transmission",Relaxing by yourself,Integrity,"Introverted, Thoughtful, Analytical",Friendly,reading,13,"Fun, Intellectual connection",Financial stability,Leaving home at 16.,Lack of pretentions.,Buy a few bottles of booze.,add-note: 10: the article contains misinformation,"like-post: 12
add-note: 20: the article contains misinformation
add-note: 29: the article contains misinformation"
4/21/25 19:13,5f1dea279f4818757f07f087,55-64,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Rural,"$40,000 - $49,999",Moderate,"I believe COVID-19 was man-made, vaccines are generally safe and effective but do not trust the COVID-19 vaccines and masks do help reduce transmission.",mowing lawns,Integrity,"Extroverted, Thoughtful, Outgoing",Friendly,I don't have one,3,"Trust, Emotional connection",Financial stability,Accepting Christ as my personal savior,Trust,Save it,comment post_id10: I totally agree!,comment post ID:29: Dead is dead! Pay the folks.
4/21/25 19:14,674696d5ad8d317b574a1344,25-34,Female,Spiritual but not religious,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$60,000 - $69,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,"Integrity, Compassion, Ambition, Independence, Community","Extroverted, Thoughtful, Outgoing, Analytical",Friendly,watching crime/drama tv shows or movies,2,"Trust, Loyalty, Intellectual connection, Emotional connection",Personal development,Getting married and having my firstborn,Trustworthiness,Put it into savings,"like: 3, 7, 
share post: 1, 8, 9
comment: none
Add note: 10 article contains misinformation","like post: 13, 15, 19, 21, 28
share post: 23, 25, 26
comment-post: 13: i agree, this definitely needs to be done, love the idea
add-note: 26, 30 factual"
4/21/25 19:14,67d5ad565d7133672bf783d6,45-54,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"More than $150,000",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Spending time with family,"Integrity, Compassion, Ambition, Independence","Introverted, Thoughtful, Outgoing","Confident, Reserved, Neutral",hanging out with family,3,"Trust, Loyalty, Intellectual connection, Emotional connection",Financial stability,"Raising my children, getting promotion to senior manager.",Trustworthy,Buy Air max,"like-post: 1, 2, 7  
share-post: 2, 7, 9  
comment-post: 1: A touchscreen on a microwave is wild tech. 
comment-post: 2: Great deal on the Apple Watch tempted me to grab one.  
add-note: 10: This claim is false official studies show COVID-19 vaccines and boosters do offer protection against the omicron variant.  
ignore: 3, 4, 5, 6, 8","like-post: 11, 12, 14, 19, 24, 26  
share-post: 11, 12, 14, 24, 26  
comment-post: 11: Myleene Klass speaking out about miscarriage is so powerful very much respect for her advocacy.  
comment-post: 12: These mothers turning grief into action are incredibly inspiring.  
add-note: 20: This is false. Official records show Wisconsin did not have more votes than registered voters in the 2020 election.  
add-note: 29: This claim is misinformation. Life insurance companies do pay out benefits regardless of COVID-19 vaccination status. Vaccines are not classified as experimental.  
ignore: 13, 15, 16, 17, 18, 21, 22, 23, 25, 27, 28, 30"
4/21/25 19:14,59dc4083ae9f950001d83b4b,45-54,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Rural,"$30,000 - $39,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Ambition, Independence",Extroverted,Reserved,Art,6,"Trust, Loyalty",Financial stability,Learning to depend on myself,Honesty,Put it in savings,"like-post: 7, 9
",like-post: 22
4/21/25 19:14,67d71b625a501c1ff9bc9e9b,25-34,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Compassion,Outgoing,Reserved,crochetng,2,Emotional connection,Personal development,my promotion,emotional connection,donate to charity,"like-post: 1, 2, 3","share post: 16, 19, 21"
4/21/25 19:14,67edf0b51b5bd671db6a9372,45-54,Male,Christianity,White or Caucasian,Technical/community college,English,Suburban,"$40,000 - $49,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Outgoing,Friendly,spending time with family,1,"Trust, Fun",Family,birth of my daughter,trust,pay a bill,"ignore posts 1,2,3,7,8,9,6,5
Like post 4,10
share post 10
","ignore 11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,30
share post 20,29
comment post 20 not surprised at all
comment post 29 covid shots should have never happened"
4/21/25 19:14,62eaf1d2015ba1448aa273c4,25-34,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$20,000 - $29,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Independence,Extroverted,Reserved,WoodWorking,2,"Trust, Emotional connection",Personal development,Graduating school,Loyalty,save it,ignore,ignore
4/21/25 19:14,655f95ffd90905e27c938a49,25-34,Female,Christianity,Asian,Doctorate degree (PhD/other),English,Suburban,"$60,000 - $69,999",Moderate,"I am unsure about COVID-19 on where it occurred, but vaccines are generally safe and effective, and masks help reduce transmission.",Work,Independence,Thoughtful,Friendly,playing videogames,6,"Intellectual connection, Emotional connection",Family,I got married to my best friend.,Consideration ,Put it in my savings account.,"- ignore: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10","ignore: 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30"
4/21/25 19:14,5ae7f99bd5ec5e000175f097,35-44,Male,No Religion,White or Caucasian,High school diploma/A-levels,English,Suburban,"$100,000 - $149,999",Moderate,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Independence,Introverted,Friendly,playing video games,2,"Trust, Fun",Family,having my kids and raising them,being kind ,go out to dinner,ignore,ignore
4/21/25 19:14,665d92a608fef982937744df,45-54,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"More than $150,000",Moderate,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Extroverted,Reserved,exercise,5,"Trust, Emotional connection",Financial stability,Birth of first child.,Easy going,Pay off a bill,like:post_id5,like:post_id19
4/21/25 19:14,5fd534f0810e223644675a77,25-34,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$40,000 - $49,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Ambition, Independence","Introverted, Thoughtful, Analytical","Confident, Friendly, Reserved",Reading ,5,"Trust, Loyalty, Intellectual connection, Emotional connection",Career growth,Moving to a different state,Loyalty ,Buy myself clothes ,"Ignore 5,6,8,10. Like 1","Like- post 20-21, 26, 30"
4/21/25 19:14,66e181bc7028b738598d9fd1,35-44,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$60,000 - $69,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Compassion, Ambition, Independence","Thoughtful, Outgoing","Confident, Friendly, Neutral",Workout ,3,"Trust, Fun",Financial stability,My kids being born ,Loyalty ,Save it,Like -post 10 share - post7. Comment-post 10. True facts.  ,"Like- post:23 share-post: 26,24,22 comment-post: 23 the crackdown is well needed."
4/21/25 19:15,5c28feff5ffcb7000128a541,45-54,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$80,000 - $89,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,Independence,Outgoing,Friendly,fitness,5,Trust,Family,There are several and they are very personal,honesty,save it for later,"comment-post. 4: they lost because of ideas/policy, not messaging",comment-post: 20:  free & fair they kept telling everyone
4/21/25 19:15,6674d20dd828915161031f65,65-74,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$60,000 - $69,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,"Extroverted, Introverted",Neutral,card playing,5,"Trust, Intellectual connection",Family,Starting my own business years ago,Trust,Take care of family,5,1
4/21/25 19:15,67a7caa0cc766deedab56067@email.prolific.com,55-64,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Rural,"$40,000 - $49,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,Integrity,"Thoughtful, Analytical","Reserved, Awkward",Working out,5,"Loyalty, Emotional connection",Developing my faith,Finding my spouse,Loyalty,Put it in savings,"like-post: 1,2,3,4. Ignore-post: 5, 6. Like post: 7,8,9. share-post: 10","Like-post 12, 13, 23, 26,28. Share-post 18, 19, 20, 29; Ignore-post 11, 14, 15, 24,25,16,17, 21,22, 30, 27"
4/21/25 19:15,66c215f37fb5c5aced53c73e,25-34,Male,Christianity,Hispanic or Latino,High school diploma/A-levels,English,Suburban,"$90,000 - $99,999",Moderate,masks dont work vaccinnes can be good. god made the quote unqoute virus,Work,"Integrity, Compassion, Ambition, Independence, Community","Introverted, Thoughtful","Confident, Friendly",music,5,"Trust, Fun",Family,grateful dead,fun,buy somethimg,"like post: 1,2,3","like post: 11,12"
4/21/25 19:15,67414dcbcf89f6a633385d49,25-34,Male,No Religion,White or Caucasian,Technical/community college,English,Urban,"$10,000 - $19,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Relaxing by yourself,"Integrity, Compassion, Ambition, Independence, Community","Introverted, Thoughtful, Outgoing","Friendly, Reserved, Neutral, Awkward",Hiking,10,"Trust, Fun, Loyalty, Intellectual connection, Emotional connection, Shared experiences",Personal development,Getting together and spending time with my ex-girlfriend,Being their for each other and emotional connection,Buy food,"like-post: 7,5,3 share-post: 3, 5 comment-post: 5: This makes a lot of sense unfortunately. add-note: 10: Vaccines are backed by science and not useless","like-post: 11, 23, 29, share-post: 11, 23 comment-post: 11: Women's rights are so important! add-note: 29: This might be contentious as various life insurance agencies have different policies."
4/21/25 19:15,5d3221b8eb6cfa0001950113,45-54,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Urban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,Integrity,"Extroverted, Thoughtful, Outgoing",Friendly,Baking,13,"Trust, Emotional connection",Family,Giving birth to my children,honesty,treat my family,like-post 4,Comment post 29: is this true???  like post 23
4/21/25 19:15,64d50c4b3a44318d98f4f5b2,45-54,Female,Christianity,White or Caucasian,Technical/community college,English,Suburban,Rather not say,Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Compassion","Introverted, Analytical","Friendly, Neutral",cooking,2,"Fun, Loyalty",Financial stability,being a mom,loyalty,apply it towards bills,ignore all,ignore all
4/21/25 19:15,67da14ccd38d6a25f0c0c531,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$10,000 - $19,999",Liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Independence,"Extroverted, Outgoing",Reserved,Listening to music,2,"Trust, Fun, Loyalty, Emotional connection",Personal development,Spiritual awakening,Fun,Treat myself with a good meal. ,"Like-post: 1,2,9
share-post: 2,4,7
comment-post: 9: good deal","like-post: 12,19
share-post: 22
comment-post: 19: glad they were saved."
4/21/25 19:15,67f0756f11bafb18b8c997d5,35-44,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$80,000 - $89,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Extroverted,Reserved,swimming,3,"Trust, Emotional connection",Personal development,parenting,loyalty,invest,"like-post: 2,3,5
share post: 2,5,6
comment-post: 10: I believe this
add-note: 8: it seems interestings","like-post: 12,13,14
share post: 22,23,26
comment-post: true American spirit
add-note: 29: This article is not factual"
4/21/25 19:15,5f1bf8c6fe7ca34249b7c334,25-34,Female,Spiritual but not religious,White or Caucasian,Technical/community college,English,Suburban,"$30,000 - $39,999",Liberal,"I believe COVID-19 was a naturally occurring virus,  vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Compassion,"Introverted, Thoughtful","Friendly, Reserved, Neutral",Reading,5,"Trust, Emotional connection",Personal development,Having children,Unconditional love,Pay bills,"- like: 1
-add-note: 10: the article contains misinformation","- like: 11, 12
- share: 12
- add-note: 29: the article contains possible misinformation so it needs fact checked"
4/21/25 19:15,67fd00529ffe943e3d2c2c17,35-44,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Compassion","Introverted, Thoughtful, Analytical",Confident,playing soccer,2,"Trust, Loyalty, Emotional connection",Financial stability,"One of the most meaningful events in my life was completing a challenging project that I once doubted I could finish. It taught me the value of persistence, boosted my confidence, and reminded me that growth often happens when we push beyond our comfort zone.",I value honesty the most in a friend,Treat myself and my spouse to a good meal,2,3
4/21/25 19:15,5865bdf7a3462300010673e3,45-54,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$30,000 - $39,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Thoughtful,Friendly,Bicycling,10,Trust,Personal development,revitalizing my faith,Trust,Save it,"ignore-post: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10","ignore-post: 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30"
4/21/25 19:16,65df91e4d7cc9b78f35bfe6f,18-24,Male,Christianity,Hispanic or Latino,Undergraduate degree (BA/BSc/other),"English, Spanish",Urban,"$60,000 - $69,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion",Extroverted,"Friendly, Reserved",Video games,2,Trust,Career growth,It was getting my first job in this job market,Open Mindness,Deposit it,"like-post: 2
ignore: 4",like-post: 23
4/21/25 19:16,67fa29fdf53b833409215401,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$70,000 - $79,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Ambition, Independence",Extroverted,"Confident, Friendly",painting,2,"Fun, Loyalty",Career growth,Taking a big trip,Respect,Invest in your career,"like-post: 1, 2, 3, 7
share-post: 2, 7, 8
comment-post: 1: Now I can burn popcorn while binging Netflix. Progress!
comment-post: 8: Time to binge ""Severance"" again—thanks Apple!
add-note: 10: This claim is false. Official health agencies confirm COVID-19 vaccines and boosters offer protection against severe outcomes from omicron.","like-post: 11, 12, 14, 15, 21, 24, 26, 28, 30
share-post: 11, 12, 14, 21, 26
comment-post: 11: Huge respect to Myleene Klass for her bravery and advocacy. 💜
comment-post: 21: A touching tribute to the creatives who shaped our imaginations.
comment-post: 30: Wallace & Gromit forever! Can't wait for this new Netflix take. 🧀🎬
add-note: 20: This is false. Official state data shows Wisconsin had more registered voters than votes cast in the 2020 election. No evidence of widespread fraud has been found."
4/21/25 19:16,67ce27d878c7752df5a6d1f4,18-24,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Spending time with family,Compassion,Outgoing,Reserved,Travelling,1,"Trust, Loyalty",Personal development,Personal growth moments,Loyalty,Pay bills,"like-post: 1, 2, 3, 5, 6, 7, 8, 9
share-post: 2, 8
comment-post: 1: Wild how even the microwave is getting smarter than my TV. Wonder if it streams Netflix or just shows cooking tips?
add-note: 10: This claim is false. According to the CDC and WHO, COVID-19 vaccines and boosters still provide significant protection against severe illness, even from the omicron variant.","like-post: 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 24, 25, 26, 28, 30
share-post: 12, 19, 22, 24, 30
comment-post: 11: Myleene Klass's openness about miscarriage is so important for breaking the silence around such a painful experience.
comment-post: 12: These mothers have done incredible work turning their grief into strength for others. Their impact will last.
comment-post: 13: Promoting quality children's content is a great step in helping young people grow in a balanced digital world.
add-note: 29: The claim about life insurance and COVID-19 vaccines is false. Life insurance policies generally do not exclude deaths due to vaccines unless stated in specific exclusions, which is not common."
4/21/25 19:16,674f22af21d6a0d92c657422,55-64,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),Polish,Urban,"More than $150,000",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,"Extroverted, Thoughtful, Outgoing, Analytical","Friendly, Reserved",travel,4,"Trust, Loyalty, Intellectual connection, Shared experiences",Family,Having my kids,Loyalty,put into my account,"like-post: 2. 4, 5, 6,8
Share-post: 6, 7, 10
ignore: the rest","like: 11,12,13,15,17,18,19,20,26,27,29
sare-post:27.29,19,20,26"
4/21/25 19:16,67d2184896b0a15484e937da,25-34,Male,No Religion,Asian,Undergraduate degree (BA/BSc/other),Cantanese Chinese,Urban,"$10,000 - $19,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Hobbies,"Integrity, Compassion, Ambition","Introverted, Thoughtful, Analytical","Reserved, Awkward",Playing Basketball,4,"Trust, Fun",Financial stability,My graduation from University ,Honesty,I would buy good food with $100.,"like-post: 1, 2, 3, 8, 9
share-post: 8, 10
comment-post: 2: I love my apple watch
add-note: 10: COVID-19 vaccines and boosters does work against omicron variant. ","like-post: 12, 19, 22, 30
share-post: 13, 14, 17, 18, 27
comment-post: 15: This is so sad. We need more reform on our justice system to prevent more case of this.
comment-post: 29: Our insurance system need a rework. "
4/21/25 19:16,66073d09f66221547cbf2599,25-34,Male,Christianity,Hispanic or Latino,Technical/community college,English,Urban,"$60,000 - $69,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Community",Thoughtful,"Friendly, Neutral",Hiking,3,"Trust, Intellectual connection",Family,Having a child and starting a family.,Trust,I would probably hold onto it.,"like-post: 4, 6, 10  share-post: 4, 6, 10","like-post: 13, 19, 21, 23  share-post: 17, 19, 23, 29"
4/21/25 19:16,6631ed61c9197c837183d479,18-24,Male,Christianity,Black or African American,High school diploma/A-levels,English,Suburban,"Less than $10,000",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Socializing,"Integrity, Compassion, Ambition, Independence, Community",Introverted,"Reserved, Neutral, Awkward",Playing videogames,3,"Trust, Fun, Loyalty, Emotional connection, Shared experiences",Personal development,When I placed 6th at the california state wrestling championships,empathy ,put it towards getting my nintendo switch 2,"like-post 1,2,3,7,8,9","like-post: 30,28,26,19,18,15,12,11"
4/21/25 19:16,67db8d175e3b6a82b7290425,25-34,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Suburban,"$50,000 - $59,999",Liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Ambition, Community","Introverted, Thoughtful, Analytical","Confident, Reserved",Gaming,3,Loyalty,Personal development,Being able to bond and enjoy time with my children.,Emotional support,Take my children out for dinner,"Like post : 1, 2, 3 7 ,8
Share post: 2.7.9
comment-post : 2 ...very nice deal
Add note: 10: post contain misinformation","like-post: 11, 12, 13, 14, 15, 19, 21, 22, 24, 26, 27, 28, 30
share-post: 11, 12, 14, 21, 24, 26
comment-post: 11: very important
comment-post: 12: inspiring strength from them.
comment-post: 21: A beautiful way to honor the creative minds we lost.
add-note: 20: This claim is not true."
4/21/25 19:16,6754c632477f9899a74314fd,45-54,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$70,000 - $79,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Outgoing,Reserved,Reading,5,"Trust, Emotional connection",Family,Homeschooling my children,Authenticity,Buy some books,ignore 1-10,ignore 11-30
4/21/25 19:16,67a66df6a1cd5d37be122139,18-24,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$10,000 - $19,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Ambition,Thoughtful,Reserved,lifting,5,Loyalty,Personal development,getting my girlfriend,loyal,pay rent,"like - post: 1,2,4","Like-post:1,2,4"
